image_name,slant_distance,yaw,pitch,roll
flsim_EGGD_706_1502,0.631306,83.528235,84.920521,6.303832
flsim_EGGD_709_1503,0.434807,83.144236,87.040959,-9.9976
flsim_EGGD_695_1504,0.396429,78.803505,83.529261,-1.431086
flsim_EGGD_708_1505,0.295276,80.144424,87.18411,0.313217
flsim_EGGD_700_1506,0.200982,88.401436,87.400999,-4.30203
flsim_EGGD_701_1507,0.198532,83.499601,86.621409,-1.85761
flsim_EGGD_698_1508,0.177636,76.554472,87.293338,-2.356164
flsim_EGGD_699_1509,0.173936,91.421105,85.382176,2.435314
flsim_EGPH_7996_1510,2.887239,57.150193,87.667179,-1.504666
flsim_EGPH_7975_1511,2.874795,49.514742,82.506451,-1.724501
flsim_EGPH_8002_1512,2.852314,59.785348,86.412178,6.124674
flsim_EGPH_7977_1513,2.689118,48.054583,86.950447,4.946108
flsim_EGPH_7978_1514,2.519802,56.793822,83.039378,-3.544689
flsim_EGPH_7981_1515,2.499415,51.722387,87.293372,0.113784
flsim_EGPH_7974_1516,2.47237,63.116986,86.364064,-8.919626
flsim_EGPH_7997_1517,2.456704,57.151492,85.77835,0.313677
flsim_EGPH_8000_1518,2.455483,58.392536,86.245087,0.594528
flsim_EGPH_7999_1519,2.453929,52.716212,86.871984,6.389329
flsim_EGPH_7986_1520,2.289566,58.636352,84.039429,-3.394202
flsim_EGPH_7976_1521,2.104281,58.79943,82.581415,-4.050835
flsim_EGPH_7980_1522,1.664148,53.135258,83.69097,1.62212
flsim_EGPH_8003_1523,1.534632,63.13596,85.941795,6.311878
flsim_EGPH_7979_1524,1.480197,53.020889,83.553637,-1.4
flsim_EGPH_7985_1525,1.465604,57.062951,88.042331,-7.09248
flsim_EGPH_7983_1526,1.443587,52.217114,87.399349,-4.540157
flsim_EGPH_7995_1527,1.411481,56.697022,86.938802,-3.014888
flsim_EGPH_7984_1528,1.378817,59.868448,83.927553,-1.928377
flsim_EGPH_7993_1529,1.356293,53.109822,86.336605,-6.69256
flsim_EGPH_7987_1530,1.340042,62.070136,84.226863,-4.012987
flsim_EGPH_8001_1531,0.896333,57.198089,85.05591,4.333623
flsim_EGPH_7994_1532,0.814701,57.871107,87.536539,-3.359645
flsim_EGPH_7989_1533,0.621064,52.51901,85.982518,-6.922567
flsim_EGPH_7988_1534,0.531079,65.016536,84.160187,3.521706
flsim_EGPH_7990_1535,0.45438,52.257901,85.982908,-0.923704
flsim_EGPH_7998_1536,0.361668,54.430604,85.720597,5.680671
flsim_EGPH_7991_1537,0.3197,57.267742,84.679206,-2.424916
flsim_EGPH_7992_1538,0.28103,65.218174,88.794783,-1.831082
flsim_EGPH_7982_1539,0.222484,62.44509,83.926005,-0.398435
flsim_EGPH_3894_1540,3.198385,-117.648903,86.153624,-3.219
flsim_EGPH_3892_1541,3.191519,-119.835121,85.696752,7.238619
flsim_EGPH_3890_1542,3.182506,-122.417839,85.724914,-3.744826
flsim_EGPH_3886_1543,3.147243,-131.297038,88.649723,0.167863
flsim_EGPH_3885_1544,3.037138,-123.888162,84.525383,-5.914218
flsim_EGPH_3900_1545,2.697028,-115.06013,86.585902,1.426619
flsim_EGPH_3893_1546,2.677853,-122.372647,86.01819,1.085258
flsim_EGPH_3902_1547,2.663687,-126.422026,86.360704,1.887414
flsim_EGPH_3882_1548,2.56937,-117.422645,83.889191,-3.931734
flsim_EGPH_3883_1549,2.491284,-125.003651,84.292417,1.179871
flsim_EGPH_3878_1550,2.365985,-117.176168,81.82985,-4.478387
flsim_EGPH_3904_1551,2.305514,-119.456013,88.54793,8.025283
flsim_EGPH_3879_1552,2.061648,-115.77722,82.460682,0.807433
flsim_EGPH_3891_1553,2.051074,-120.004306,85.92676,6.845988
flsim_EGPH_3889_1554,1.655184,-124.236285,85.593384,1.926877
flsim_EGPH_3899_1555,1.585222,-130.794606,87.812457,-2.497577
flsim_EGPH_3881_1556,1.547863,-109.535628,83.497131,4.398429
flsim_EGPH_3897_1557,1.533865,-114.116269,87.478667,-3.343854
flsim_EGPH_3897_1558,1.354002,-115.421449,87.535143,-3.377647
flsim_EGPH_3896_1559,1.351484,-112.27326,87.136514,-3.679793
flsim_EGPH_3880_1560,1.323334,-133.322598,88.065024,-1.127597
flsim_EGPH_3903_1561,1.317603,-116.143527,86.537642,4.361636
flsim_EGPH_3888_1562,1.24376,-126.56665,85.887549,-6.313323
flsim_EGPH_3887_1563,1.086499,-122.559427,85.299199,-0.119956
flsim_EGPH_3905_1564,0.815783,-120.228654,90.520804,9.027202
flsim_EGPH_3884_1565,0.814021,-118.074191,84.395741,4.1017
flsim_EGPH_3901_1566,0.659172,-122.337734,86.584296,1.789701
flsim_EGPH_3898_1567,0.555556,-118.419953,86.987298,7.683945
flsim_EGPH_3877_1568,0.380423,-114.279249,86.493855,-6.860003
flsim_EGPH_3895_1569,0.19624,-117.616356,87.659006,-4.163177
flsim_EGSS_2462_1570,3.166769,40.990863,84.467356,0.045524
flsim_EGSS_2466_1571,3.149417,47.661776,84.498175,-2.560941
flsim_EGSS_2485_1572,2.973446,46.353394,88.040021,1.179969
flsim_EGSS_2459_1573,2.933154,35.592815,83.813145,-5.613738
flsim_EGSS_2468_1574,2.919095,43.722482,86.776159,-6.896063
flsim_EGSS_2463_1575,2.891661,34.058775,84.785215,-1.230965
flsim_EGSS_2467_1576,2.551597,37.447387,85.381483,5.900948
flsim_EGSS_2483_1577,2.540178,44.88388,89.449557,0.520783
flsim_EGSS_2484_1578,2.511761,37.111756,90.270888,0.532483
flsim_EGSS_2477_1579,2.457769,42.175019,88.134544,-2.972189
flsim_EGSS_2470_1580,2.188804,38.424443,85.769282,-6.31965
flsim_EGSS_2465_1581,2.068596,40.186006,84.901475,-6.879939
flsim_EGSS_2486_1582,2.03151,43.141802,89.031854,1.625837
flsim_EGSS_2464_1583,1.850079,47.645107,84.480371,1.730863
flsim_EGSS_2472_1584,1.75157,41.465681,86.012628,8.625704
flsim_EGSS_2458_1585,1.526667,47.560831,82.492834,-0.063368
flsim_EGSS_2475_1586,1.459723,41.00034,86.549419,0.454777
flsim_EGSS_2473_1587,1.391862,50.489033,86.092381,5.70972
flsim_EGSS_2482_1588,1.360467,34.251544,86.666964,4.700244
flsim_EGSS_2457_1589,1.352464,40.981042,83.153748,-6.974316
flsim_EGSS_2460_1590,1.211845,31.076732,88.739002,-0.25587
flsim_EGSS_2481_1591,0.788983,47.41162,87.8362,1.653392
flsim_EGSS_2469_1592,0.722967,38.239976,85.785019,-2.402363
flsim_EGSS_2461_1593,0.615878,42.773829,83.973688,2.055654
flsim_EGSS_2480_1594,0.557151,47.049207,89.117911,-2.038739
flsim_EGSS_2474_1595,0.537634,37.493539,86.565494,-0.823868
flsim_EGSS_2479_1596,0.51618,40.37905,87.336386,-2.090456
flsim_EGSS_2471_1597,0.465176,40.262119,85.786402,1.530306
flsim_EGSS_2476_1598,0.420851,34.633759,86.667977,-4.46066
flsim_EGSS_2478_1599,0.223816,46.451064,86.964255,-1.234687
flsim_EGSS_1038_1600,3.211247,-138.962331,87.822266,-9.333225
flsim_EGSS_1048_1601,3.208704,-140.634136,84.762992,1.522126
flsim_EGSS_1039_1602,3.086577,-135.498211,81.953897,1.464475
flsim_EGSS_1059_1603,2.867701,-130.003287,86.996505,-7.34077
flsim_EGSS_1049_1604,2.618338,-132.420248,85.061566,-8.941052
flsim_EGSS_1063_1605,2.517408,-135.650629,86.082679,6.611959
flsim_EGSS_1057_1606,2.490709,-129.758119,86.290561,-8.140307
flsim_EGSS_1047_1607,2.466744,-143.773014,85.338362,0.415708
flsim_EGSS_1060_1608,2.442218,-134.732924,88.239513,-3.260732
flsim_EGSS_1052_1609,2.437882,-132.443566,84.929835,6.666106
flsim_EGSS_1064_1610,2.328776,-133.896641,86.515772,-0.446062
flsim_EGSS_1061_1611,2.290802,-137.674207,86.372636,-2.337725
flsim_EGSS_1040_1612,2.171313,-138.727829,82.145368,1.423937
flsim_EGSS_1045_1613,2.125701,-144.850818,88.447116,-0.968545
flsim_EGSS_1042_1614,2.113212,-135.462783,82.934503,0.351044
flsim_EGSS_1054_1615,1.908761,-134.93782,85.20952,-0.482493
flsim_EGSS_1051_1616,1.848775,-132.777784,85.005333,-0.530579
flsim_EGSS_1041_1617,1.558741,-146.471791,84.509509,-5.962612
flsim_EGSS_1066_1618,1.445224,-131.25113,86.076768,4.144291
flsim_EGSS_1065_1619,1.387633,-133.035477,87.715134,0.249983
flsim_EGSS_1067_1620,1.348906,-127.431294,86.512139,7.413747
flsim_EGSS_1058_1621,1.039695,-136.677241,86.103447,-7.674666
flsim_EGSS_1053_1622,0.910073,-139.444137,86.173892,4.696655
flsim_EGSS_1062_1623,0.81765,-132.031466,87.174924,1.80074
flsim_EGSS_1055_1624,0.630241,-138.652352,86.025636,-2.653855
flsim_EGSS_1050_1625,0.483373,-138.288229,84.817055,-1.020739
flsim_EGSS_1056_1626,0.398989,-136.023364,87.587389,1.771144
flsim_EGSS_1046_1627,0.31239,-139.767479,84.201305,-3.726191
flsim_EGSS_1043_1628,0.263329,-143.641716,83.381869,-3.119516
flsim_EGSS_1044_1629,0.210992,-140.599715,83.835557,-2.959399
flsim_EIDW_1171_1630,3.175503,-85.900559,85.40541,-1.847453
flsim_EIDW_1160_1631,3.081946,-86.148461,86.058056,-8.528119
flsim_EIDW_1177_1632,2.960966,-81.420947,86.644929,3.740316
flsim_EIDW_1178_1633,2.850812,-83.39779,86.072623,8.552922
flsim_EIDW_1174_1634,2.814426,-88.576882,86.275255,6.723753
flsim_EIDW_1176_1635,2.691277,-85.415863,88.484863,2.717768
flsim_EIDW_1149_1636,2.588381,-84.687931,88.946903,-9.84537
flsim_EIDW_1155_1637,2.564677,-75.007713,84.146003,-4.273631
flsim_EIDW_1175_1638,2.538027,-76.346939,86.910176,1.545259
flsim_EIDW_1154_1639,2.501155,-78.367822,82.95393,-5.349434
flsim_EIDW_1164_1640,2.361805,-70.715314,84.808976,5.017632
flsim_EIDW_1153_1641,2.305477,-81.638295,82.908292,-5.509974
flsim_EIDW_1151_1642,2.290965,-92.247373,82.641242,-0.918094
flsim_EIDW_1161_1643,2.22981,-86.430976,84.953552,0.044341
flsim_EIDW_1162_1644,2.212051,-83.546834,84.723175,-1.710216
flsim_EIDW_1150_1645,2.191574,-88.196872,81.180907,4.607422
flsim_EIDW_1169_1646,2.106946,-81.252183,85.322153,-3.264266
flsim_EIDW_1172_1647,1.730573,-84.603284,87.751915,1.016777
flsim_EIDW_1152_1648,1.617327,-97.391337,87.587583,3.643996
flsim_EIDW_1156_1649,1.424475,-91.237149,85.649646,0.447712
flsim_EIDW_1168_1650,1.295645,-84.296418,87.381784,-6.037147
flsim_EIDW_1173_1651,0.969836,-86.118543,85.646466,4.503423
flsim_EIDW_1166_1652,0.740569,-85.843745,85.220912,-5.582433
flsim_EIDW_1165_1653,0.574346,-81.011683,85.07091,0.505799
flsim_EIDW_1170_1654,0.436282,-78.436736,86.885525,-0.328407
flsim_EIDW_1163_1655,0.305182,-79.712453,84.727988,2.478979
flsim_EIDW_1167_1656,0.285198,-83.136686,86.517578,-0.687311
flsim_EIDW_1159_1657,0.193461,-83.489351,90.004973,-3.414926
flsim_EIDW_1158_1658,0.188185,-82.971083,87.431184,5.164748
flsim_EIDW_1157_1659,0.180745,-85.835372,88.011237,0.133007
flsim_EIDW_6034_1660,3.044885,92.980264,84.842287,2.298632
flsim_EIDW_6048_1661,3.030276,95.613477,88.788028,-0.067991
flsim_EIDW_6037_1662,2.995632,104.63863,85.172341,0.257659
flsim_EIDW_6035_1663,2.993037,103.426345,88.479411,-7.153478
flsim_EIDW_6030_1664,2.953647,98.592774,84.540711,0.167653
flsim_EIDW_6029_1665,2.934553,93.504908,84.411654,-3.126885
flsim_EIDW_6038_1666,2.730726,98.4667,86.73306,-6.415651
flsim_EIDW_6025_1667,2.636704,102.757477,82.175434,3.569954
flsim_EIDW_6053_1668,2.550062,93.851142,88.09738,12.075733
flsim_EIDW_6036_1669,2.473544,97.792197,85.248257,3.74173
flsim_EIDW_6049_1670,2.309456,92.432527,86.886464,9.536076
flsim_EIDW_6051_1671,2.307845,103.332929,87.442753,2.949978
flsim_EIDW_6052_1672,2.09051,96.498808,86.856637,7.608048
flsim_EIDW_6045_1673,2.046386,100.189166,87.716432,-3.390769
flsim_EIDW_6050_1674,1.973524,100.813685,86.909475,0.291
flsim_EIDW_6046_1675,1.81199,100.523892,88.363366,-1.442235
flsim_EIDW_6041_1676,1.784288,104.32742,86.580174,-3.034959
flsim_EIDW_6040_1677,1.522222,100.637976,86.043901,3.245485
flsim_EIDW_6047_1678,1.397976,95.215674,88.594002,0.00993
flsim_EIDW_6044_1679,1.389619,102.484167,87.496906,-2.487718
flsim_EIDW_6039_1680,1.281288,90.721042,88.286186,4.404752
flsim_EIDW_6024_1681,1.047208,99.902096,91.978952,-9.213803
flsim_EIDW_6043_1682,1.02191,98.597558,89.454131,-6.040893
flsim_EIDW_6031_1683,0.933085,88.114103,87.319899,2.627965
flsim_EIDW_6026_1684,0.656051,97.830062,83.286511,3.834474
flsim_EIDW_6042_1685,0.648781,99.313663,86.930489,-1.14787
flsim_EIDW_6032_1686,0.416343,90.002355,86.066535,-2.725053
flsim_EIDW_6033_1687,0.409412,94.564936,88.177397,0.996487
flsim_EIDW_6027_1688,0.331484,85.954668,84.651667,-4.417432
flsim_EIDW_6028_1689,0.174984,103.496214,83.947104,-7.232478
flsim_EKCH_4148_1690,3.210933,-138.966252,88.446269,-1.269784
flsim_EKCH_4332_1691,1.90725,-138.966252,88.446269,-1.269784
flsim_EKCH_4167_1692,2.916357,-136.424924,88.166578,4.232978
flsim_EKCH_4153_1693,2.885524,-140.332064,88.582831,6.517651
flsim_EKCH_4157_1694,2.875988,-139.976024,84.475602,0.91446
flsim_EKCH_4147_1695,2.823645,-143.055404,84.944219,8.009777
flsim_EKCH_4122_1696,2.803112,-136.149471,87.220453,-11.538146
flsim_EKCH_4138_1697,2.699437,-143.713588,86.727548,1.62177
flsim_EKCH_4145_1698,2.560169,-134.029275,87.863531,-2.794514
flsim_EKCH_4124_1699,2.444376,-138.57955,81.955086,2.661566
flsim_EKCH_4132_1700,2.441771,-139.917523,83.30543,-0.007556
flsim_EKCH_4164_1701,2.26952,-139.814632,91.364629,7.045254
flsim_EKCH_4139_1702,2.264504,-131.132846,84.136012,-2.813661
flsim_EKCH_4142_1703,2.055211,-131.097043,85.274747,-4.568582
flsim_EKCH_4156_1704,1.992304,-133.154112,84.681272,0.821843
flsim_EKCH_4125_1705,1.767915,-149.263274,83.535317,-1.04171
flsim_EKCH_4165_1706,1.748981,-138.92168,85.672867,6.657428
flsim_EKCH_4168_1707,1.718513,-139.336902,87.785448,7.912083
flsim_EKCH_4155_1708,1.696909,-137.516199,84.666968,4.365974
flsim_EKCH_4160_1709,1.361946,-135.963106,85.795378,1.630539
flsim_EKCH_4162_1710,1.358172,-139.183836,86.909922,7.753131
flsim_EKCH_4161_1711,1.263,-134.324699,85.22213,7.144783
flsim_EKCH_4151_1712,1.110859,-134.023901,85.812942,5.448414
flsim_EKCH_4149_1713,1.07795,-139.794026,85.027639,-0.729136
flsim_EKCH_4133_1714,1.0282,-134.610565,85.475536,-6.928225
flsim_EKCH_4129_1715,0.805757,-147.296245,85.325305,1.351801
flsim_EKCH_4131_1716,0.628241,-146.294885,84.263584,-5.589876
flsim_EKCH_4127_1717,0.612351,-145.608986,82.254429,0.528955
flsim_EKCH_4141_1718,0.59978,-137.535599,84.935324,-5.071409
flsim_EKCH_4146_1719,0.337191,-133.366325,86.694057,0.797031
flsim_EKCH_4130_1720,0.17406,-145.961032,86.775498,10.162585
flsim_EKCH_4326_1771,3.216003,-140.739121,84.75889,-0.212005
flsim_EKCH_4330_1772,3.11234,-136.221503,84.95819,0.892342
flsim_EKCH_4320_1773,3.079283,-139.97385,83.612454,-0.770214
flsim_EKCH_4134_1774,4.207617,-140.929752,83.430458,7.122354
flsim_EKCH_4317_1775,2.879462,-140.929752,83.430458,7.122354
flsim_EKCH_4136_1776,4.173524,-140.786157,85.358238,-6.20522
flsim_EKCH_4323_1777,2.852269,-140.786157,85.358238,-6.20522
flsim_EKCH_4123_1778,4.076552,-135.266498,80.422579,-4.832635
flsim_EKCH_4313_1779,2.742538,-135.266498,80.422579,-4.832635
flsim_EKCH_4152_1780,4.065537,-140.65216,86.342217,0.936802
flsim_EKCH_4336_1781,2.726988,-140.65216,86.342217,0.936802
flsim_EKCH_4128_1782,3.92354,-139.871266,82.921101,0.904864
flsim_EKCH_4316_1783,2.596133,-139.871266,82.921101,0.904864
flsim_EKCH_4158_1784,3.779666,-135.118536,84.684454,4.998789
flsim_EKCH_4327_1785,2.454734,-135.118536,84.684454,4.998789
flsim_EKCH_4159_1786,3.769192,-137.509005,84.889512,3.298661
flsim_EKCH_4329_1787,2.446593,-137.509005,84.889512,3.298661
flsim_EKCH_4126_1788,3.727606,-149.337475,88.003339,1.815247
flsim_EKCH_4315_1789,2.383706,-149.337475,88.003339,1.815247
flsim_EKCH_4143_1790,3.565553,-138.694306,84.767362,-4.670955
flsim_EKCH_4328_1791,2.233125,-138.694306,84.767362,-4.670955
flsim_EKCH_4154_1792,3.3745,-141.48386,87.352966,2.206279
flsim_EKCH_4337_1793,2.031707,-141.48386,87.352966,2.206279
flsim_EKCH_4140_1794,3.266396,-140.379576,84.055277,1.227528
flsim_EKCH_4322_1795,1.930022,-140.379576,84.055277,1.227528
flsim_EKCH_4137_1796,3.227848,-143.496156,84.824218,-1.792939
flsim_EKCH_4324_1797,1.894947,-143.496156,84.824218,-1.792939
flsim_EKCH_4163_1798,3.06474,-133.112373,86.896403,2.300493
flsim_EKCH_4338_1799,1.724429,-133.112373,86.896403,2.300493
flsim_EKCH_4144_1800,3.052806,-137.943312,87.381966,-3.726994
flsim_EKCH_4331_1801,1.711295,-137.943312,87.381966,-3.726994
flsim_EKCH_4169_1802,2.963015,-134.212817,88.758256,6.386309
flsim_EKCH_4342_1803,1.630977,-134.212817,88.758256,6.386309
flsim_EKCH_4150_1804,2.86823,-132.933712,86.902971,0.347771
flsim_EKCH_4334_1805,1.532551,-132.933712,86.902971,0.347771
flsim_EKCH_4166_1806,2.684333,-139.4732,90.140901,2.84468
flsim_EKCH_4339_1807,1.35264,-139.4732,90.140901,2.84468
flsim_EKCH_4314_1808,1.236019,-131.921054,81.960647,1.078219
flsim_EKCH_4135_1809,2.458799,-137.170317,83.612053,3.242032
flsim_EKCH_4319_1810,1.120176,-137.170317,83.612053,3.242032
flsim_EKCH_4340_1811,1.058128,-136.34196,87.479086,3.133132
flsim_EKCH_4312_1812,0.866553,-136.275624,86.736892,-7.542546
flsim_EKCH_4335_1813,0.756761,-140.80141,85.944051,0.958305
flsim_EKCH_4325_1814,0.483605,-141.400475,84.587425,-5.117038
flsim_EKCH_4341_1815,0.329992,-134.277457,87.10468,4.145627
flsim_EKCH_4318_1816,0.327548,-141.177912,83.914836,-1.416546
flsim_EKCH_4333_1817,0.252897,-137.377692,89.433185,0.676477
flsim_EKCH_4321_1818,0.230938,-148.539203,85.726047,8.516647
flsim_EKCH_1451_1850,3.232215,-57.267109,87.428481,-0.680157
flsim_EKCH_1447_1851,3.19943,-62.790949,88.892148,-3.80358
flsim_EKCH_1439_1852,2.960696,-56.9825,85.833238,3.161765
flsim_EKCH_1454_1853,2.920466,-52.523005,87.563316,7.440868
flsim_EKCH_1452_1854,2.814921,-51.23815,86.844566,4.95395
flsim_EKCH_1433_1855,2.746981,-57.602244,85.040479,-1.318061
flsim_EKCH_1441_1856,2.508224,-60.378259,86.268108,-4.524142
flsim_EKCH_1440_1857,2.49227,-53.910245,85.91403,4.084052
flsim_EKCH_1438_1858,2.474601,-55.109394,85.864919,-5.640888
flsim_EKCH_1450_1859,2.436656,-64.397963,87.500084,-2.256253
flsim_EKCH_1431_1860,2.349841,-60.378042,84.488901,-1.850371
flsim_EKCH_1445_1861,2.292662,-51.472258,93.415938,-6.444295
flsim_EKCH_1444_1862,2.070398,-57.256793,88.668737,-6.55654
flsim_EKCH_1437_1863,2.06041,-65.457295,85.69204,2.260331
flsim_EKCH_1426_1864,1.957902,-61.184429,82.154288,-0.092205
flsim_EKCH_1436_1865,1.850724,-42.397147,85.344978,6.818749
flsim_EKCH_1453_1866,1.834733,-51.201742,87.423105,7.215567
flsim_EKCH_1427_1867,1.694973,-54.531372,83.654106,-2.018249
flsim_EKCH_1434_1868,1.575554,-54.899109,84.173757,5.002363
flsim_EKCH_1449_1869,1.373552,-65.182938,86.790089,2.825287
flsim_EKCH_1448_1870,1.328377,-50.996123,86.601506,-2.874405
flsim_EKCH_1446_1871,0.849423,-55.763149,87.498539,-4.077037
flsim_EKCH_1442_1872,0.835158,-56.582457,86.319818,-0.702163
flsim_EKCH_1425_1873,0.772226,-49.215479,84.149263,-9.003931
flsim_EKCH_1435_1874,0.6457,-54.587751,84.984142,2.816561
flsim_EKCH_1429_1875,0.525881,-53.200198,83.954048,5.77939
flsim_EKCH_1428_1876,0.270004,-68.412007,84.585556,0.386403
flsim_EKCH_1430_1877,0.26581,-61.822594,83.96695,2.64025
flsim_EKCH_1443_1878,0.24895,-59.213529,86.626032,4.955244
flsim_EKCH_1432_1879,0.18895,-59.351469,85.198768,2.280551
flsim_EKCH_5676_1880,3.172641,126.126464,87.066365,3.13996
flsim_EKCH_5651_1881,3.105587,131.269677,82.593282,1.378593
flsim_EKCH_5670_1882,2.999897,129.627062,87.109183,-3.195898
flsim_EKCH_5677_1883,2.844108,122.954793,87.51909,3.264664
flsim_EKCH_5664_1884,2.823505,120.172846,85.269147,5.933314
flsim_EKCH_5665_1885,2.800285,120.425158,86.430717,-6.599065
flsim_EKCH_5675_1886,2.585816,125.844657,86.159537,2.846957
flsim_EKCH_5658_1887,2.583825,116.942409,84.136439,2.283504
flsim_EKCH_5663_1888,2.553731,121.171158,88.407211,-6.869087
flsim_EKCH_5671_1889,2.449937,132.3932,86.851358,-2.96588
flsim_EKCH_5653_1890,2.195136,115.952005,87.992042,4.910914
flsim_EKCH_5662_1891,2.062054,118.604484,85.165371,5.512909
flsim_EKCH_5659_1892,2.027712,133.247807,84.075196,-0.712496
flsim_EKCH_5652_1893,1.840703,116.018979,83.313001,-0.576561
flsim_EKCH_5674_1894,1.7883,121.960075,87.298368,8.155883
flsim_EKCH_5661_1895,1.60563,123.597493,84.486596,-4.08753
flsim_EKCH_5656_1896,1.511262,116.359016,85.016579,16.762956
flsim_EKCH_5654_1897,1.49946,122.536073,83.048803,-4.850216
flsim_EKCH_5672_1898,1.461808,121.764052,86.251349,-1.581098
flsim_EKCH_5678_1899,1.377351,126.169518,87.043842,4.352369
flsim_EKCH_5668_1900,1.11581,128.367153,86.728475,-4.140334
flsim_EKCH_5660_1901,1.024128,121.158589,85.93219,-7.305557
flsim_EKCH_5649_1902,1.018122,116.771331,86.751398,-8.446038
flsim_EKCH_5669_1903,0.965616,123.751271,88.415218,-2.896877
flsim_EKCH_5673_1904,0.956632,126.797543,85.710241,0.284087
flsim_EKCH_5650_1905,0.916649,124.195381,82.536633,-6.803604
flsim_EKCH_5666_1906,0.895099,123.77869,84.930295,4.997294
flsim_EKCH_5667_1907,0.798641,125.488562,85.770326,0.228468
flsim_EKCH_5657_1908,0.552193,128.026268,86.935145,-0.13709
flsim_EKCH_5655_1909,0.228112,123.187252,83.190182,2.661026
flsim_ENBR_4017_1910,3.036046,171.490807,87.135092,-1.2115
flsim_ENBR_4021_1911,2.83726,163.077436,87.241548,2.979029
flsim_ENBR_4020_1912,2.780303,170.127309,87.253192,1.619469
flsim_ENBR_3998_1913,2.767309,164.204953,83.944585,-0.104933
flsim_ENBR_4018_1914,2.752895,167.105137,87.179941,1.333605
flsim_ENBR_3997_1915,2.717366,169.935478,83.304675,-4.120421
flsim_ENBR_4013_1916,2.620156,173.078182,86.170252,-3.159026
flsim_ENBR_3996_1917,2.558843,164.015248,84.756027,-11.737416
flsim_ENBR_4004_1918,2.521664,177.604532,84.949347,6.850907
flsim_ENBR_4025_1919,2.446265,170.887918,87.573883,12.60106
flsim_ENBR_3999_1920,2.253285,160.735705,85.609631,-3.635464
flsim_ENBR_4019_1921,1.863475,168.70433,88.234037,1.653983
flsim_ENBR_4002_1922,1.769249,164.76513,84.799857,-0.750017
flsim_ENBR_4024_1923,1.659425,166.684869,91.271725,12.099136
flsim_ENBR_4023_1924,1.641464,164.953805,87.465357,10.258079
flsim_ENBR_4009_1925,1.595873,169.69365,85.76184,-3.188173
flsim_ENBR_4010_1926,1.52703,172.51512,85.487105,5.771632
flsim_ENBR_4005_1927,1.443153,161.94656,85.471264,-8.89802
flsim_ENBR_4016_1928,1.425656,172.395806,86.524407,-0.392424
flsim_ENBR_4012_1929,1.356511,176.689032,86.15914,-3.508123
flsim_ENBR_4011_1930,0.817774,174.708764,85.590089,3.204633
flsim_ENBR_4001_1931,0.768573,163.62967,84.475316,3.845383
flsim_ENBR_4006_1932,0.757062,163.609396,85.330887,0.654109
flsim_ENBR_4022_1933,0.472883,174.10627,88.142128,5.440384
flsim_ENBR_4007_1934,0.343555,172.624549,90.555174,-5.672781
flsim_ENBR_4008_1935,0.299186,169.246301,85.678148,-0.041147
flsim_ENBR_4003_1936,0.266491,167.355854,84.635863,5.440572
flsim_ENBR_4000_1937,0.215783,167.426378,84.098889,-0.180221
flsim_ENBR_4015_1938,0.2145,175.717536,87.536458,1.076735
flsim_ENBR_4014_1939,0.199508,166.391323,86.309256,-1.868231
flsim_ENBR_611_1940,3.233826,-15.288805,84.760379,3.746188
flsim_ENBR_629_1941,3.180212,-8.97115,87.63673,5.115867
flsim_ENBR_613_1942,3.111116,-11.285567,84.955261,3.849788
flsim_ENBR_629_1943,3.004289,-10.820575,89.224809,4.449348
flsim_ENBR_609_1944,2.887406,-11.930114,84.626062,-4.057336
flsim_ENBR_616_1945,2.854712,-14.378832,87.023954,0.350361
flsim_ENBR_606_1946,2.750935,-12.015926,84.084869,6.732647
flsim_ENBR_627_1947,2.689201,-3.424447,86.808245,2.868769
flsim_ENBR_605_1948,2.55094,-11.254032,83.586358,2.484589
flsim_ENBR_614_1949,2.512532,-9.907495,85.088688,-3.927385
flsim_ENBR_608_1950,2.430944,-7.014749,84.594635,-5.945966
flsim_ENBR_622_1951,2.259276,-8.349131,88.254527,-2.073872
flsim_ENBR_604_1952,2.225758,-19.640038,85.440635,-2.539941
flsim_ENBR_601_1953,2.199415,-0.271986,83.842142,-7.269177
flsim_ENBR_617_1954,2.180809,-7.794781,86.099879,-1.106523
flsim_ENBR_625_1955,1.963724,-12.097587,87.231983,-0.82054
flsim_ENBR_610_1956,1.873508,-15.393613,86.028347,4.362286
flsim_ENBR_620_1957,1.709626,-10.83275,86.751078,-2.673424
flsim_ENBR_621_1958,1.567719,-5.119785,86.515636,-2.484013
flsim_ENBR_618_1959,1.55805,-3.955847,86.367071,7.091933
flsim_ENBR_623_1960,0.716542,-9.949734,87.154858,-0.840335
flsim_ENBR_624_1961,0.643736,-6.546048,88.217115,-0.281933
flsim_ENBR_628_1962,0.6392,-3.653544,87.531141,3.767922
flsim_ENBR_626_1963,0.401075,-13.151562,89.474107,0.147365
flsim_ENBR_612_1964,0.323561,-9.104576,85.085699,-6.108397
flsim_ENBR_603_1965,0.312305,-1.430007,82.746389,-7.099754
flsim_ENBR_607_1966,0.264262,-12.601253,84.508249,-0.789278
flsim_ENBR_602_1967,0.178134,-9.789415,82.476973,5.273782
flsim_ENBR_619_1968,0.168924,-10.561256,90.874546,1.309557
flsim_ENBR_615_1969,0.163761,-11.055339,84.872743,6.514753
flsim_ENGM_7521_2030,3.232587,-165.177176,85.432041,8.498556
